stats_id,goals,assists,points,plus_minus,pims,sog,toi,player_id,game_id,team_id,is_home,opponent_team_id
87,1,0,1,-2,4,4,00:03:28,667,3,34,1,14
88,0,2,2,0,0,5,00:06:00,668,3,34,1,14
89,0,0,0,2,0,0,00:03:30,669,3,34,1,14
90,1,0,1,-3,2,6,00:29:18,670,3,34,1,14
91,0,0,0,-2,0,4,00:22:29,671,3,34,1,14
92,0,1,1,-2,0,2,00:14:34,672,3,34,1,14
93,0,0,0,-1,0,0,00:27:19,673,3,34,1,14
94,0,0,0,-3,4,2,00:05:25,674,3,34,1,14
95,0,1,1,-1,2,0,00:13:22,675,3,34,1,14
96,0,0,0,1,0,5,00:04:33,676,3,34,1,14
97,1,0,1,-3,2,0,00:11:33,677,3,34,1,14
98,0,1,1,-3,0,8,00:08:56,678,3,34,1,14
99,0,0,0,1,0,0,00:17:51,679,3,34,1,14
100,0,0,0,-2,0,0,00:25:13,680,3,34,1,14
101,0,0,0,-3,0,1,00:30:11,261,3,14,0,34
102,0,0,0,2,0,1,00:16:59,262,3,14,0,34
103,1,0,1,-1,4,8,00:09:38,263,3,14,0,34
104,0,1,1,3,0,3,00:02:03,264,3,14,0,34
105,0,1,1,2,5,6,00:09:17,265,3,14,0,34
106,0,0,0,0,0,7,00:15:58,266,3,14,0,34
107,0,0,0,2,0,0,00:13:09,267,3,14,0,34
108,1,1,2,1,2,1,00:12:35,268,3,14,0,34
109,0,0,0,-1,0,1,00:08:43,269,3,14,0,34
110,1,0,1,-2,0,3,00:13:00,270,3,14,0,34
111,1,1,2,-3,4,3,00:27:03,271,3,14,0,34
112,0,1,1,0,5,5,00:07:18,272,3,14,0,34
113,0,1,1,-1,0,2,00:22:37,273,3,14,0,34
114,0,0,0,0,5,4,00:19:48,274,3,14,0,34
115,0,0,0,-2,0,1,00:13:20,275,3,14,0,34
116,1,0,1,3,0,3,00:19:59,276,3,14,0,34
117,0,0,0,0,0,2,00:05:09,277,3,14,0,34
118,0,0,0,-3,0,6,00:05:21,278,3,14,0,34
119,0,0,0,-2,0,0,00:09:22,279,3,14,0,34
120,0,0,0,-1,10,0,00:07:26,280,3,14,0,34
121,0,0,0,-1,0,8,00:29:42,841,4,43,1,1
122,0,0,0,-1,0,4,00:24:04,842,4,43,1,1
123,0,0,0,1,4,2,00:08:19,843,4,43,1,1
124,1,0,1,0,0,3,00:18:07,844,4,43,1,1
125,0,0,0,-3,5,3,00:04:46,845,4,43,1,1
126,0,0,0,3,0,7,00:14:39,846,4,43,1,1
127,0,0,0,-3,0,7,00:28:30,847,4,43,1,1
128,0,0,0,2,4,2,00:02:40,848,4,43,1,1
129,0,0,0,0,0,3,00:13:49,849,4,43,1,1
130,0,0,0,-3,0,8,00:16:52,850,4,43,1,1
131,0,0,0,1,4,1,00:08:29,851,4,43,1,1
132,0,1,1,-2,0,8,00:19:05,852,4,43,1,1
133,0,0,0,-1,0,0,00:12:46,853,4,43,1,1
134,0,0,0,2,0,0,00:20:10,854,4,43,1,1
135,0,0,0,-3,0,5,00:18:00,855,4,43,1,1
136,0,0,0,-2,0,4,00:12:42,856,4,43,1,1
137,0,0,0,-3,0,4,00:10:28,857,4,43,1,1
138,0,0,0,-1,0,1,00:22:44,858,4,43,1,1
139,0,0,0,-1,0,0,00:06:21,859,4,43,1,1
140,0,0,0,-2,0,0,00:05:44,860,4,43,1,1
141,0,0,0,-1,0,1,00:10:10,1,4,1,0,43
142,1,1,2,2,0,7,00:30:03,2,4,1,0,43
143,0,0,0,3,0,2,00:20:03,3,4,1,0,43
144,0,1,1,1,5,8,00:24:46,4,4,1,0,43
145,0,0,0,0,0,0,00:07:12,5,4,1,0,43
146,0,0,0,-1,0,3,00:29:29,6,4,1,0,43
147,0,1,1,2,10,8,00:14:42,7,4,1,0,43
148,0,0,0,-2,2,6,00:07:33,8,4,1,0,43
149,1,0,1,2,2,3,00:19:33,9,4,1,0,43
150,0,0,0,-3,4,7,00:24:14,10,4,1,0,43
151,1,0,1,2,2,6,00:13:11,11,4,1,0,43
152,0,0,0,2,0,4,00:24:34,12,4,1,0,43
153,0,0,0,-2,0,7,00:30:40,13,4,1,0,43
154,0,1,1,1,2,7,00:05:20,14,4,1,0,43
155,0,0,0,-1,0,7,00:03:37,15,4,1,0,43
156,0,0,0,-2,0,7,00:28:46,16,4,1,0,43
157,0,1,1,0,0,5,00:29:54,17,4,1,0,43
158,0,0,0,3,0,1,00:19:47,18,4,1,0,43
159,0,0,0,3,0,0,00:25:25,19,4,1,0,43
160,0,0,0,0,0,0,00:07:14,20,4,1,0,43
161,0,1,1,-2,0,7,00:14:25,561,5,29,1,16
162,0,0,0,3,4,5,00:03:30,562,5,29,1,16
163,0,0,0,-3,0,4,00:18:16,563,5,29,1,16
164,1,1,2,-2,0,5,00:04:27,564,5,29,1,16
165,0,0,0,2,0,1,00:02:17,565,5,29,1,16
166,1,0,1,-2,2,8,00:04:22,566,5,29,1,16
167,0,0,0,2,0,3,00:09:11,567,5,29,1,16
168,0,0,0,0,0,4,00:22:50,568,5,29,1,16
169,0,0,0,1,0,0,00:30:17,569,5,29,1,16
170,0,0,0,2,0,6,00:22:28,570,5,29,1,16
171,0,0,0,0,0,3,00:07:43,571,5,29,1,16
172,0,0,0,-1,4,0,00:04:02,572,5,29,1,16
173,0,0,0,3,0,5,00:02:34,573,5,29,1,16
174,0,0,0,-3,0,3,00:30:25,574,5,29,1,16
175,0,0,0,-1,0,5,00:26:53,575,5,29,1,16
176,0,0,0,-3,10,4,00:12:12,576,5,29,1,16
177,0,0,0,-2,0,4,00:14:54,577,5,29,1,16
178,0,0,0,-1,0,6,00:28:26,578,5,29,1,16
179,0,0,0,-1,0,0,00:03:22,579,5,29,1,16
180,0,0,0,3,0,0,00:09:08,580,5,29,1,16
181,0,0,0,2,0,7,00:23:40,301,5,16,0,29
182,0,0,0,-2,0,5,00:18:09,302,5,16,0,29
183,0,0,0,2,0,1,00:29:06,303,5,16,0,29
184,0,0,0,2,0,4,00:09:41,304,5,16,0,29
185,0,0,0,-3,2,7,00:24:59,305,5,16,0,29
186,0,0,0,-1,0,3,00:10:53,306,5,16,0,29
187,0,0,0,-1,0,2,00:24:45,307,5,16,0,29
188,0,0,0,-2,0,3,00:20:03,308,5,16,0,29
189,0,0,0,-3,0,7,00:12:49,309,5,16,0,29
190,0,0,0,3,0,0,00:23:10,310,5,16,0,29
191,0,0,0,-3,0,0,00:07:45,311,5,16,0,29
192,0,0,0,1,0,3,00:11:38,312,5,16,0,29
193,0,0,0,2,0,2,00:12:57,313,5,16,0,29
194,0,0,0,1,0,0,00:20:06,314,5,16,0,29
195,0,0,0,1,0,2,00:27:04,315,5,16,0,29
196,0,0,0,-2,2,0,00:06:36,316,5,16,0,29
197,0,0,0,-3,10,3,00:16:28,317,5,16,0,29
198,0,0,0,0,0,3,00:22:41,318,5,16,0,29
199,0,0,0,1,4,0,00:06:02,319,5,16,0,29
200,0,0,0,1,4,0,00:04:44,320,5,16,0,29
201,0,2,2,0,4,7,00:07:14,61,6,4,1,46
202,0,1,1,2,0,8,00:11:09,62,6,4,1,46
203,0,0,0,0,0,5,00:10:31,63,6,4,1,46
204,0,1,1,2,0,1,00:26:10,64,6,4,1,46
205,2,0,2,0,0,8,00:16:44,65,6,4,1,46
206,3,0,3,2,0,2,00:15:17,66,6,4,1,46
207,1,0,1,1,2,3,00:14:55,67,6,4,1,46
208,1,1,2,-2,2,5,00:06:06,68,6,4,1,46
209,0,0,0,2,0,6,00:25:57,69,6,4,1,46
210,0,0,0,-2,4,4,00:06:26,70,6,4,1,46
211,0,0,0,-2,0,1,00:16:59,71,6,4,1,46
212,0,0,0,-1,0,0,00:02:09,72,6,4,1,46
213,0,0,0,0,4,1,00:05:23,73,6,4,1,46
214,0,0,0,-2,0,8,00:10:22,74,6,4,1,46
215,0,2,2,0,0,2,00:20:38,75,6,4,1,46
216,0,1,1,0,2,4,00:05:52,76,6,4,1,46
217,0,0,0,-3,0,7,00:29:40,77,6,4,1,46
218,0,1,1,-1,10,0,00:10:57,78,6,4,1,46
219,0,0,0,3,0,0,00:18:18,79,6,4,1,46
220,0,0,0,3,0,0,00:29:44,80,6,4,1,46
221,1,0,1,-2,0,5,00:14:26,901,6,46,0,4
222,0,0,0,-2,0,2,00:13:26,902,6,46,0,4
223,0,1,1,-3,0,6,00:28:45,903,6,46,0,4
224,0,0,0,-1,0,3,00:30:53,904,6,46,0,4
225,0,0,0,1,5,1,00:06:08,905,6,46,0,4
226,0,0,0,0,0,6,00:19:19,906,6,46,0,4
227,0,0,0,0,10,4,00:22:47,907,6,46,0,4
228,0,0,0,3,0,5,00:26:28,908,6,46,0,4
229,0,0,0,3,2,0,00:16:36,909,6,46,0,4
230,0,0,0,1,0,1,00:24:33,910,6,46,0,4
231,0,1,1,0,0,2,00:15:18,911,6,46,0,4
232,0,0,0,1,0,6,00:12:21,912,6,46,0,4
233,0,0,0,3,0,8,00:18:24,913,6,46,0,4
234,0,0,0,-2,0,8,00:09:44,914,6,46,0,4
235,0,0,0,3,0,0,00:23:59,915,6,46,0,4
236,0,0,0,-3,0,4,00:10:36,916,6,46,0,4
237,0,0,0,-1,0,6,00:22:02,917,6,46,0,4
238,0,0,0,0,4,1,00:11:50,918,6,46,0,4
239,0,0,0,-2,4,0,00:27:22,919,6,46,0,4
240,0,0,0,-3,0,0,00:25:38,920,6,46,0,4
241,1,0,1,3,0,4,00:05:21,721,7,37,1,14
242,0,1,1,1,10,4,00:16:35,722,7,37,1,14
243,0,1,1,-2,0,2,00:05:36,723,7,37,1,14
244,0,0,0,1,4,2,00:24:04,724,7,37,1,14
245,1,0,1,-2,0,2,00:13:04,725,7,37,1,14
246,0,1,1,-1,2,1,00:10:20,726,7,37,1,14
247,0,0,0,0,0,4,00:18:50,727,7,37,1,14
248,0,0,0,2,0,0,00:22:53,728,7,37,1,14
249,0,0,0,-2,5,1,00:19:21,729,7,37,1,14
250,0,1,1,1,0,8,00:16:19,730,7,37,1,14
251,0,0,0,3,0,1,00:12:56,731,7,37,1,14
252,0,0,0,-3,0,8,00:16:25,732,7,37,1,14
253,0,0,0,3,2,0,00:17:45,733,7,37,1,14
254,0,0,0,1,0,8,00:25:24,734,7,37,1,14
255,0,0,0,1,2,3,00:02:02,735,7,37,1,14
256,1,0,1,-2,0,5,00:27:24,736,7,37,1,14
257,0,0,0,1,0,3,00:17:46,737,7,37,1,14
258,0,1,1,2,10,4,00:17:16,738,7,37,1,14
259,0,0,0,0,0,0,00:29:47,739,7,37,1,14
260,0,0,0,-1,0,0,00:19:45,740,7,37,1,14
261,0,1,1,-3,0,2,00:17:25,261,7,14,0,37
262,0,1,1,2,2,7,00:14:11,262,7,14,0,37
263,0,0,0,0,2,1,00:13:54,263,7,14,0,37
264,0,0,0,2,0,7,00:25:18,264,7,14,0,37
265,0,0,0,-1,0,6,00:13:49,265,7,14,0,37
266,1,0,1,3,0,4,00:19:28,266,7,14,0,37
267,0,0,0,-3,0,5,00:11:34,267,7,14,0,37
268,1,1,2,0,5,4,00:19:17,268,7,14,0,37
269,1,0,1,-1,0,1,00:15:27,269,7,14,0,37
270,0,0,0,-3,0,8,00:22:17,270,7,14,0,37
271,0,1,1,-3,0,5,00:12:54,271,7,14,0,37
272,1,0,1,-2,4,4,00:23:55,272,7,14,0,37
273,1,1,2,0,0,2,00:10:53,273,7,14,0,37
274,0,0,0,-3,2,3,00:20:06,274,7,14,0,37
275,0,1,1,-1,2,3,00:30:15,275,7,14,0,37
276,0,1,1,-1,4,7,00:30:27,276,7,14,0,37
277,0,0,0,-1,0,5,00:12:07,277,7,14,0,37
278,1,0,1,-1,2,2,00:17:11,278,7,14,0,37
279,0,0,0,-3,4,0,00:13:54,279,7,14,0,37
280,0,0,0,-2,0,0,00:23:28,280,7,14,0,37
281,0,0,0,0,0,7,00:06:21,921,8,47,1,30
282,1,1,2,3,2,0,00:23:36,922,8,47,1,30
283,0,0,0,1,0,8,00:12:53,923,8,47,1,30
284,0,0,0,-1,0,2,00:14:11,924,8,47,1,30
285,0,1,1,-1,2,6,00:27:08,925,8,47,1,30
286,1,0,1,-1,2,5,00:24:54,926,8,47,1,30
287,0,0,0,-2,0,8,00:27:31,927,8,47,1,30
288,2,2,4,2,0,0,00:16:21,928,8,47,1,30
289,0,0,0,-2,0,4,00:18:47,929,8,47,1,30
290,0,0,0,1,0,1,00:19:48,930,8,47,1,30
291,0,0,0,3,0,8,00:04:19,931,8,47,1,30
292,1,0,1,-3,2,7,00:16:42,932,8,47,1,30
293,0,0,0,-1,4,3,00:12:01,933,8,47,1,30
294,2,0,2,1,0,1,00:02:41,934,8,47,1,30
295,0,0,0,0,0,0,00:16:43,935,8,47,1,30
296,0,0,0,2,0,4,00:13:58,936,8,47,1,30
297,0,0,0,3,0,6,00:12:08,937,8,47,1,30
298,0,2,2,-1,4,2,00:24:23,938,8,47,1,30
299,0,0,0,0,0,0,00:27:14,939,8,47,1,30
300,0,0,0,0,0,0,00:03:05,940,8,47,1,30
301,0,0,0,2,2,2,00:28:50,581,8,30,0,47
302,0,0,0,1,0,3,00:02:14,582,8,30,0,47
303,0,0,0,-3,0,8,00:12:06,583,8,30,0,47
304,0,0,0,-1,0,7,00:17:00,584,8,30,0,47
305,1,0,1,3,0,2,00:05:56,585,8,30,0,47
306,0,0,0,3,0,8,00:03:13,586,8,30,0,47
307,2,0,2,3,2,4,00:21:49,587,8,30,0,47
308,0,0,0,-2,0,7,00:12:09,588,8,30,0,47
309,1,0,1,-2,0,1,00:05:04,589,8,30,0,47
310,0,0,0,3,0,5,00:09:59,590,8,30,0,47
311,0,0,0,-2,0,5,00:04:00,591,8,30,0,47
312,0,1,1,-1,0,4,00:29:07,592,8,30,0,47
313,0,0,0,3,4,1,00:02:25,593,8,30,0,47
314,0,2,2,-1,0,8,00:15:15,594,8,30,0,47
315,0,0,0,0,0,4,00:04:23,595,8,30,0,47
316,0,0,0,0,5,3,00:09:38,596,8,30,0,47
317,0,0,0,1,0,5,00:29:02,597,8,30,0,47
318,0,0,0,-3,0,3,00:10:07,598,8,30,0,47
319,0,0,0,-3,2,0,00:21:58,599,8,30,0,47
320,0,0,0,2,4,0,00:19:43,600,8,30,0,47
321,0,0,0,-3,4,7,00:11:09,961,9,49,1,5
322,0,1,1,0,0,7,00:23:45,962,9,49,1,5
323,0,1,1,-1,5,0,00:18:50,963,9,49,1,5
324,0,0,0,-3,2,6,00:23:58,964,9,49,1,5
325,0,0,0,0,0,6,00:04:52,965,9,49,1,5
326,1,0,1,1,0,3,00:27:40,966,9,49,1,5
327,0,0,0,-2,0,0,00:18:18,967,9,49,1,5
328,1,2,3,1,0,6,00:27:24,968,9,49,1,5
329,0,0,0,-2,2,4,00:22:07,969,9,49,1,5
330,0,1,1,1,0,5,00:16:03,970,9,49,1,5
331,2,0,2,-2,0,4,00:23:37,971,9,49,1,5
332,0,0,0,-3,0,0,00:20:56,972,9,49,1,5
333,1,0,1,0,10,0,00:24:43,973,9,49,1,5
334,0,0,0,1,4,4,00:08:17,974,9,49,1,5
335,1,1,2,2,2,4,00:26:16,975,9,49,1,5
336,0,1,1,0,4,8,00:12:45,976,9,49,1,5
337,0,1,1,2,0,5,00:25:41,977,9,49,1,5
338,1,0,1,-1,0,0,00:28:12,978,9,49,1,5
339,0,0,0,-1,0,0,00:30:28,979,9,49,1,5
340,0,0,0,0,5,0,00:14:09,980,9,49,1,5
341,0,0,0,2,0,7,00:12:11,81,9,5,0,49
342,0,0,0,-2,0,1,00:15:56,82,9,5,0,49
343,0,0,0,-3,4,0,00:19:55,83,9,5,0,49
344,0,0,0,3,0,6,00:13:45,84,9,5,0,49
345,0,0,0,3,0,2,00:03:01,85,9,5,0,49
346,0,0,0,0,0,2,00:18:43,86,9,5,0,49
347,0,0,0,3,2,7,00:10:49,87,9,5,0,49
348,0,0,0,-1,0,8,00:13:09,88,9,5,0,49
349,0,0,0,0,0,7,00:17:27,89,9,5,0,49
350,0,0,0,0,0,4,00:07:53,90,9,5,0,49
351,0,0,0,2,4,5,00:10:47,91,9,5,0,49
352,0,0,0,-3,2,7,00:30:37,92,9,5,0,49
353,0,0,0,0,2,4,00:11:45,93,9,5,0,49
354,0,0,0,1,2,8,00:07:54,94,9,5,0,49
355,0,0,0,1,5,3,00:29:43,95,9,5,0,49
356,0,0,0,-2,0,2,00:16:34,96,9,5,0,49
357,0,0,0,1,4,0,00:15:57,97,9,5,0,49
358,0,0,0,-1,0,2,00:17:03,98,9,5,0,49
359,0,0,0,-1,0,0,00:20:14,99,9,5,0,49
360,0,0,0,3,0,0,00:23:15,100,9,5,0,49
361,0,0,0,1,0,3,00:23:09,601,10,31,1,28
362,0,0,0,2,0,8,00:18:19,602,10,31,1,28
363,0,0,0,0,0,2,00:14:57,603,10,31,1,28
364,0,0,0,-2,0,4,00:09:31,604,10,31,1,28
365,0,0,0,-2,0,8,00:29:02,605,10,31,1,28
366,0,0,0,-1,0,0,00:16:17,606,10,31,1,28
367,0,0,0,0,2,4,00:23:43,607,10,31,1,28
368,0,0,0,-1,10,5,00:17:11,608,10,31,1,28
369,0,0,0,-1,0,8,00:22:25,609,10,31,1,28
370,0,0,0,1,0,2,00:28:29,610,10,31,1,28
371,0,0,0,0,0,6,00:25:13,611,10,31,1,28
372,0,0,0,3,0,1,00:18:05,612,10,31,1,28
373,0,0,0,-2,2,1,00:09:42,613,10,31,1,28
374,0,0,0,1,0,2,00:04:15,614,10,31,1,28
375,0,0,0,-2,2,8,00:19:12,615,10,31,1,28
376,0,0,0,3,0,3,00:10:21,616,10,31,1,28
377,0,0,0,1,0,6,00:21:28,617,10,31,1,28
378,0,0,0,3,5,4,00:03:57,618,10,31,1,28
379,0,0,0,3,0,0,00:21:53,619,10,31,1,28
380,0,0,0,-1,0,0,00:03:16,620,10,31,1,28
381,1,0,1,3,0,3,00:07:03,541,10,28,0,31
382,0,1,1,1,2,5,00:26:28,542,10,28,0,31
383,2,0,2,-2,0,7,00:24:36,543,10,28,0,31
384,0,0,0,3,0,4,00:14:00,544,10,28,0,31
385,0,0,0,-3,0,1,00:23:14,545,10,28,0,31
386,1,0,1,1,0,5,00:12:34,546,10,28,0,31
387,0,0,0,-2,0,5,00:24:58,547,10,28,0,31
388,0,0,0,-3,0,7,00:22:44,548,10,28,0,31
389,1,0,1,3,2,5,00:19:26,549,10,28,0,31
390,0,0,0,0,0,0,00:18:58,550,10,28,0,31
391,0,0,0,-2,2,4,00:10:13,551,10,28,0,31
392,0,0,0,2,0,6,00:09:37,552,10,28,0,31
393,0,0,0,-2,0,4,00:12:01,553,10,28,0,31
394,0,1,1,1,10,2,00:26:17,554,10,28,0,31
395,1,0,1,-3,0,8,00:27:10,555,10,28,0,31
396,0,2,2,-2,0,8,00:20:52,556,10,28,0,31
397,0,0,0,-1,4,8,00:23:52,557,10,28,0,31
398,0,0,0,-2,0,2,00:12:44,558,10,28,0,31
399,0,0,0,2,0,0,00:13:45,559,10,28,0,31
400,0,0,0,0,2,0,00:29:15,560,10,28,0,31
401,1,0,1,0,0,0,00:18:00,61,11,4,1,22
402,1,0,1,3,0,7,00:10:23,62,11,4,1,22
403,2,1,3,2,2,3,00:18:28,63,11,4,1,22
404,0,0,0,3,0,8,00:20:41,64,11,4,1,22
405,1,1,2,-2,0,0,00:29:24,65,11,4,1,22
406,1,0,1,1,5,5,00:11:51,66,11,4,1,22
407,0,0,0,-2,0,0,00:09:52,67,11,4,1,22
408,0,0,0,-2,0,3,00:24:56,68,11,4,1,22
409,0,0,0,1,0,0,00:25:44,69,11,4,1,22
410,1,0,1,2,2,5,00:19:23,70,11,4,1,22
411,0,0,0,-1,2,7,00:17:18,71,11,4,1,22
412,0,0,0,-1,0,2,00:19:31,72,11,4,1,22
413,0,2,2,-1,0,2,00:23:30,73,11,4,1,22
414,0,1,1,-1,2,5,00:08:17,74,11,4,1,22
415,0,0,0,1,0,1,00:25:05,75,11,4,1,22
416,0,0,0,3,5,4,00:24:46,76,11,4,1,22
417,0,0,0,3,4,3,00:10:35,77,11,4,1,22
418,0,0,0,3,0,3,00:10:36,78,11,4,1,22
419,0,0,0,-1,2,0,00:10:16,79,11,4,1,22
420,0,0,0,-2,4,0,00:21:51,80,11,4,1,22
421,1,0,1,2,0,5,00:23:55,421,11,22,0,4
422,1,0,1,2,0,2,00:02:44,422,11,22,0,4
423,0,2,2,0,0,3,00:12:44,423,11,22,0,4
424,0,0,0,0,0,3,00:29:25,424,11,22,0,4
425,0,0,0,0,0,4,00:26:16,425,11,22,0,4
426,2,0,2,1,0,2,00:29:18,426,11,22,0,4
427,0,0,0,-2,0,4,00:15:47,427,11,22,0,4
428,0,1,1,0,2,2,00:10:57,428,11,22,0,4
429,0,1,1,1,4,2,00:17:41,429,11,22,0,4
430,0,0,0,-3,0,8,00:30:57,430,11,22,0,4
431,0,1,1,-3,0,8,00:23:06,431,11,22,0,4
432,1,0,1,-3,0,5,00:10:29,432,11,22,0,4
433,1,0,1,1,0,6,00:07:54,433,11,22,0,4
434,0,1,1,-1,5,2,00:25:37,434,11,22,0,4
435,0,1,1,3,0,1,00:11:57,435,11,22,0,4
436,0,1,1,-1,2,7,00:25:18,436,11,22,0,4
437,0,1,1,1,0,6,00:21:09,437,11,22,0,4
438,0,0,0,-3,0,3,00:05:23,438,11,22,0,4
439,0,0,0,2,0,0,00:16:45,439,11,22,0,4
440,0,0,0,2,0,0,00:21:11,440,11,22,0,4
441,0,0,0,-3,0,6,00:17:35,221,12,12,1,7
442,0,0,0,0,2,4,00:10:54,222,12,12,1,7
443,0,0,0,3,0,5,00:23:43,223,12,12,1,7
444,0,1,1,1,0,5,00:15:09,224,12,12,1,7
445,0,0,0,1,0,8,00:02:44,225,12,12,1,7
446,1,0,1,-2,0,7,00:27:37,226,12,12,1,7
447,0,0,0,0,0,1,00:19:26,227,12,12,1,7
448,0,0,0,-2,0,1,00:18:55,228,12,12,1,7
449,0,1,1,0,2,0,00:08:47,229,12,12,1,7
450,0,0,0,3,0,8,00:05:03,230,12,12,1,7
451,0,0,0,1,0,7,00:16:24,231,12,12,1,7
452,0,0,0,2,0,0,00:21:48,232,12,12,1,7
453,0,1,1,-1,0,1,00:28:10,233,12,12,1,7
454,1,0,1,-1,0,6,00:18:23,234,12,12,1,7
455,0,0,0,1,0,8,00:25:29,235,12,12,1,7
456,0,0,0,-3,4,7,00:13:53,236,12,12,1,7
